,age,job,marital,education,balance,housing,loan,day,month,duration,campaign,pdays,y
1414,44,9,1,2,964,0,0,29,5,158,2,-1,no
1415,39,1,2,1,169,1,0,9,8,38,1,-1,no
1416,40,1,1,1,3765,1,0,20,9,87,2,-1,no
1417,49,3,0,1,267,0,0,9,3,23,5,-1,no
1418,34,0,2,1,6979,1,0,15,8,14,5,-1,no
1419,56,9,1,1,2065,0,0,14,1,71,2,-1,no
1420,55,1,1,1,2059,1,0,11,8,149,1,259,no
1421,52,9,1,2,3440,1,0,17,9,124,1,131,no
1422,34,0,2,1,296,0,0,20,9,68,1,136,no
1423,58,1,1,0,226,1,1,10,8,135,3,-1,no
1424,33,9,1,1,668,1,1,13,8,771,2,173,no
1425,39,1,1,0,317,1,0,13,8,326,3,-1,no
1426,63,5,0,2,0,0,0,13,8,263,1,181,no
1427,41,4,0,2,1,1,0,19,6,244,1,-1,no
1428,39,0,1,1,6421,0,1,20,8,661,1,-1,no
1429,55,10,1,2,457,1,0,5,6,61,3,-1,no
1430,32,1,2,1,-197,0,1,8,5,99,1,-1,no
1431,34,4,2,2,454,0,0,14,1,76,3,-1,no
1432,46,5,2,0,1190,0,0,6,6,316,2,-1,no
1433,29,4,1,2,-218,1,0,28,8,121,1,-1,no
1434,54,5,1,0,11,1,1,18,1,48,10,-1,no
1435,31,9,2,1,0,0,0,29,1,157,2,-1,no
1436,47,4,1,2,866,0,0,20,6,7,7,-1,no
1437,47,4,2,2,440,0,0,21,1,71,4,-1,no
1438,31,1,1,1,625,1,0,2,5,135,2,49,no
1439,33,4,1,2,530,1,0,8,1,94,2,-1,no
1440,56,2,0,0,3,0,0,20,6,111,1,-1,no
1441,32,7,1,1,-220,1,1,25,5,123,2,-1,no
1442,56,4,1,2,-1493,0,1,28,5,119,4,-1,no
1443,48,4,1,2,1567,1,0,20,1,77,3,-1,no
1444,36,9,1,1,319,1,0,29,4,29,1,266,no
1445,32,9,2,1,0,1,1,6,8,135,3,-1,no
1446,43,3,1,1,1476,0,0,12,6,216,2,-1,no
1447,34,1,2,1,186,0,0,2,3,342,1,-1,no
1448,44,9,1,1,736,1,0,14,8,210,2,-1,no
1449,54,4,1,2,69,0,0,11,6,113,1,-1,no
1450,26,1,2,1,100,1,0,9,8,24,1,-1,no
1451,34,4,0,2,500,1,0,29,8,399,1,-1,no
1452,52,1,1,1,1440,1,0,20,0,270,2,325,no
1453,30,1,1,1,-166,1,1,13,8,255,5,-1,no
1454,32,0,2,1,-32,0,0,29,4,320,1,185,no
1455,47,9,1,1,351,1,0,14,8,367,3,-1,no
1456,43,1,1,1,-19,1,0,5,3,124,3,-1,no
1457,47,2,1,1,8480,0,0,29,1,137,9,-1,no
1458,59,3,1,0,935,1,0,19,9,103,3,166,no
1459,39,4,1,2,1191,0,0,17,6,139,1,-1,no
1460,31,9,2,1,1,1,0,12,8,223,1,-1,no
1461,47,9,0,1,2836,0,1,14,1,10,2,-1,no
1462,39,10,1,1,74,1,0,28,5,71,6,-1,no
1463,47,0,1,1,310,1,1,14,1,128,6,-1,no
1464,45,1,2,1,91,0,1,14,5,55,2,-1,no
1465,31,10,1,0,213,1,0,9,8,479,2,-1,no
1466,36,0,1,3,991,0,0,14,4,589,2,-1,yes
1467,74,5,1,2,4912,0,0,20,0,268,2,181,no
1468,38,0,1,1,46,1,1,6,8,195,1,-1,no
1469,54,9,1,1,719,1,0,2,3,242,1,264,no
1470,39,1,0,3,528,1,0,21,8,111,5,-1,no
1471,27,4,2,2,3,1,1,22,5,506,1,-1,no
1472,29,1,2,1,218,0,0,7,5,255,2,-1,no
1473,28,7,2,1,0,0,1,16,5,133,1,-1,no
1474,28,8,2,1,39,1,0,20,0,149,1,-1,no
1475,48,1,2,0,10442,0,0,6,6,63,2,-1,no
1476,54,1,1,1,532,1,0,14,8,220,1,-1,no
1477,35,9,1,1,-255,1,0,13,8,196,3,265,no
1478,37,1,1,0,3242,1,0,21,8,233,1,-1,no
1479,30,6,2,1,635,0,1,14,5,209,2,-1,no
1480,29,10,2,0,34,0,0,5,3,227,1,-1,no
1481,42,2,2,2,231,0,0,17,6,241,1,-1,no
1482,28,9,1,2,1198,0,1,10,5,57,3,-1,no
1483,43,2,1,2,903,1,0,7,0,197,1,-1,no
1484,57,2,1,1,2464,0,0,1,6,113,1,-1,no
1485,47,0,1,1,2152,0,0,2,3,138,1,-1,no
1486,51,1,0,1,104,0,0,9,5,71,1,-1,no
1487,43,1,1,1,1025,1,0,2,6,106,1,-1,no
1488,33,4,1,2,1388,1,0,31,8,158,1,202,no
1489,39,4,1,2,21111,1,0,26,8,695,4,-1,no
1490,31,0,1,1,717,1,0,2,6,130,1,-1,no
1491,28,7,2,1,430,1,0,8,8,158,2,350,no
1492,32,2,1,2,1496,0,0,4,3,267,1,-1,no
1493,27,4,1,2,2729,1,0,24,5,218,2,-1,no
1494,58,0,1,1,1142,0,0,4,3,82,3,-1,no
1495,57,9,0,1,2710,1,1,7,8,333,1,-1,no
1496,47,5,0,1,0,0,0,19,6,141,1,-1,no
1497,31,1,2,0,71,1,0,20,0,185,3,336,no
1498,38,9,2,2,4325,1,0,6,8,87,1,-1,no
1499,51,7,1,2,218,1,0,7,8,154,3,363,no
1500,57,9,1,0,0,0,0,5,6,58,8,-1,no
1501,40,4,1,1,156,0,0,19,9,357,1,-1,no
1502,41,10,1,1,2423,1,0,4,3,101,1,-1,no
1503,50,1,1,0,216,1,0,13,8,137,1,369,no
1504,40,0,0,1,274,1,1,25,5,53,4,-1,no
1505,52,7,0,1,220,1,0,7,8,143,3,-1,no
1506,37,7,2,1,1045,0,0,17,7,406,2,41,no
1507,31,10,2,1,-15,1,0,12,8,278,2,370,no
1508,59,1,1,0,2192,0,0,12,1,365,2,-1,no
1509,44,0,1,3,40,0,1,6,8,160,2,-1,no
1510,32,9,1,1,1830,1,0,21,8,293,1,-1,no
1511,36,4,2,2,181,1,0,13,8,159,2,278,no
1512,39,1,2,1,631,1,0,12,8,57,2,344,no
1513,50,4,2,2,1300,1,0,13,8,379,2,-1,no
1514,56,3,1,0,19,0,0,13,1,111,2,-1,no
1515,38,7,0,1,49,1,0,18,8,43,1,367,no
1516,43,11,1,0,2113,0,0,29,5,33,2,-1,no
1517,26,1,2,1,-128,0,1,8,5,392,2,-1,no
1518,57,4,1,2,1963,0,1,8,1,178,3,-1,no
1519,33,0,1,1,95,1,0,10,1,155,1,102,no
1520,45,9,2,1,819,0,1,17,9,200,1,-1,no
1521,52,0,1,0,204,0,0,19,1,123,2,-1,no
1522,47,1,1,0,-187,0,0,3,5,652,1,-1,no
1523,26,1,2,1,82,1,0,9,8,654,1,-1,no
1524,40,6,1,1,0,0,0,22,1,55,6,-1,no
1525,37,4,1,2,8821,1,0,14,8,167,1,-1,no
1526,59,1,0,0,1,0,1,8,5,214,1,-1,no
1527,26,7,2,1,3,0,1,21,5,140,4,-1,no
1528,29,1,1,3,163,1,1,23,5,586,2,-1,no
1529,32,9,2,1,337,1,0,29,4,213,2,261,no
1530,22,0,2,1,372,0,0,6,10,218,1,-1,no
1531,48,4,2,1,7,0,0,4,3,191,1,-1,no
1532,31,9,2,2,387,0,0,4,1,149,1,-1,no
1533,48,1,1,0,231,1,0,9,8,752,3,-1,no
1534,57,3,1,0,571,0,0,26,7,181,2,-1,no
1535,45,1,1,0,91,1,0,15,8,239,2,-1,no
1536,26,2,2,1,265,1,0,28,8,593,1,-1,no
1537,45,4,1,2,766,1,0,25,5,59,15,-1,no
1538,29,9,1,1,767,1,0,5,3,253,1,-1,no
1539,37,1,1,1,208,0,0,13,8,466,1,-1,no
1540,48,9,1,1,-280,1,1,18,5,300,1,-1,no
1541,41,9,1,2,231,0,0,26,1,428,2,-1,no
1542,41,7,0,1,787,1,0,8,8,297,2,-1,no
1543,37,1,2,1,7622,1,1,6,8,111,1,-1,no
1544,52,4,2,2,2290,0,0,30,0,195,2,268,no
1545,34,1,1,1,856,1,0,20,0,470,1,150,no
1546,33,1,0,3,-274,1,1,17,0,715,2,329,no
1547,39,1,2,1,1961,0,0,21,8,216,1,-1,no
1548,37,4,2,1,0,1,1,2,0,450,2,-1,no
1549,71,5,0,2,780,0,0,22,0,220,1,-1,no
1550,35,4,1,2,86,1,0,19,1,144,3,-1,no
1551,56,4,1,2,0,1,0,5,8,259,2,-1,no
1552,52,4,1,0,3343,0,0,13,10,227,1,-1,no
1553,53,1,0,1,517,1,0,18,6,188,2,-1,no
1554,28,1,2,1,5149,1,0,2,6,232,3,-1,no
1555,31,7,2,2,2332,0,0,17,3,228,1,-1,no
1556,32,9,2,1,7558,1,0,19,9,581,2,-1,no
1557,48,4,1,2,1519,0,0,25,1,360,5,-1,no
1558,34,7,1,0,1042,1,0,20,8,167,1,-1,no
1559,48,1,1,1,2008,0,0,21,1,238,4,-1,no
1560,76,5,1,2,2991,0,0,22,10,344,1,183,no
1561,49,1,1,1,3309,1,0,15,8,349,2,-1,no
1562,46,1,1,0,1429,1,0,14,8,91,1,-1,no
1563,45,7,0,1,-28,0,1,30,4,87,1,-1,no
1564,32,0,2,1,1465,0,0,30,4,118,5,-1,no
1565,46,7,1,1,561,1,0,9,3,84,4,256,no
1566,66,5,1,1,995,0,0,27,3,131,2,-1,no
1567,43,4,1,1,445,0,0,22,1,108,18,-1,no
1568,36,4,0,2,133,1,0,9,8,117,1,-1,no
1569,49,0,1,3,1101,0,0,18,1,29,3,-1,no
1570,45,5,0,0,261,0,0,9,6,123,1,-1,no
1571,38,6,1,1,1029,1,0,4,3,206,3,223,no
1572,43,2,1,0,2315,1,1,14,8,42,1,-1,no
1573,33,9,1,2,565,1,0,8,8,77,2,-1,no
1574,31,1,2,1,-78,1,1,23,8,198,2,-1,no
1575,31,4,2,2,12,1,0,9,8,330,4,-1,no
1576,50,9,1,2,3117,0,0,9,6,174,1,-1,no
1577,26,8,2,2,37,1,0,8,8,108,1,-1,no
1578,59,5,0,0,1194,1,0,15,6,132,4,389,no
1579,53,0,1,1,350,0,1,17,9,113,3,132,no
1580,29,4,1,2,715,1,0,28,8,461,1,-1,no
1581,60,1,1,0,0,0,0,22,1,195,1,-1,no
1582,35,0,2,2,5007,1,0,13,1,73,1,112,no
1583,46,9,1,1,138,1,0,7,0,226,2,-1,no
1584,53,1,1,1,0,0,1,15,5,152,4,-1,no
1585,69,5,1,2,473,0,0,7,5,112,1,78,no
1586,37,1,1,0,1160,1,0,9,8,255,2,-1,no
1587,39,4,2,2,3840,1,0,11,1,315,2,-1,no
1588,31,9,1,1,1230,0,0,21,9,7,4,-1,no
1589,55,4,1,2,2960,1,0,31,1,81,1,98,no
1590,35,1,1,1,911,1,0,14,8,136,2,175,no
1591,23,8,2,2,577,0,0,27,0,44,3,-1,no
1592,26,7,1,1,0,0,0,18,5,409,2,-1,no
1593,36,9,1,1,331,0,0,22,1,239,4,-1,no
1594,23,0,2,1,0,1,0,17,0,171,2,-1,no
1595,48,2,1,2,269,1,0,19,6,149,1,-1,no
1596,35,4,1,2,3083,0,0,20,6,274,9,-1,no
1597,59,5,1,1,2011,0,0,21,9,222,2,-1,no
1598,35,0,2,1,6554,0,0,29,5,226,1,-1,no
1599,58,11,1,0,7369,0,0,4,6,247,2,-1,no
1600,54,2,1,1,401,1,0,11,8,341,1,-1,no
1601,38,4,1,2,76,1,0,7,5,196,3,-1,no
1602,35,7,2,1,-267,1,0,27,8,193,1,-1,no
1603,54,9,1,1,-777,0,1,12,1,117,2,-1,no
1604,36,4,1,2,495,0,0,5,1,157,3,97,no
1605,31,0,2,1,121,1,0,20,8,187,1,-1,no
1606,56,5,1,2,24,0,1,9,5,44,1,-1,no
1607,31,7,1,1,288,0,0,30,4,164,1,-1,no
1608,40,10,2,1,75,1,0,29,8,203,1,-1,no
1609,35,3,1,2,3831,0,0,20,9,59,2,-1,no
1610,28,1,2,0,1518,1,0,15,8,204,3,359,no
1611,38,9,1,1,9,1,0,9,8,129,3,-1,no
1612,31,1,1,3,-13,1,0,30,8,176,4,-1,no
1613,52,7,0,1,-57,0,0,5,3,140,1,-1,no
1614,42,0,1,3,756,0,0,7,8,116,3,-1,no
1615,40,1,1,0,4,0,0,20,6,287,9,-1,no
1616,54,4,1,2,534,0,0,1,6,177,2,-1,no
1617,31,7,1,2,-90,0,1,1,5,173,1,-1,no
1618,53,6,2,1,731,0,0,21,9,251,2,-1,no
1619,34,9,1,1,484,0,0,9,8,84,4,-1,no
1620,24,8,2,1,7,1,0,30,8,86,3,-1,no
1621,47,4,1,2,33,1,1,20,6,14,25,-1,no
1622,38,0,1,1,505,1,1,21,9,119,1,157,no
1623,34,9,1,1,1,0,1,25,6,53,1,-1,no
1624,33,1,1,1,217,1,0,15,8,561,1,-1,no
1625,45,4,1,2,31472,0,0,19,5,568,7,-1,no
1626,67,5,1,0,2301,0,0,16,0,124,1,-1,no
1627,51,4,1,2,-20,0,0,19,9,139,3,-1,no
1628,28,1,2,1,67,0,0,3,3,20,5,-1,no
1629,34,10,2,1,1586,0,0,5,3,355,2,-1,no
1630,54,3,1,1,209,1,1,25,5,97,1,-1,no
1631,58,1,1,1,1298,1,0,29,8,516,4,-1,no
1632,28,0,2,1,1143,1,1,4,5,260,3,-1,no
1633,46,1,1,1,853,0,0,11,5,1187,3,-1,yes
1634,52,1,1,1,1405,0,1,17,5,753,2,-1,no
1635,38,7,1,1,-361,1,0,31,5,37,33,-1,no
1636,31,6,1,2,322,1,0,8,8,159,1,-1,no
1637,62,5,1,0,1084,0,0,14,0,505,1,-1,no
1638,54,9,1,1,1299,1,0,25,8,104,1,-1,no
1639,25,4,2,2,3902,0,0,23,11,856,1,-1,yes
1640,46,4,2,2,2987,1,0,16,5,318,1,-1,no
1641,32,7,1,1,859,1,0,9,1,39,1,-1,no
1642,41,1,1,0,389,1,0,16,6,87,6,-1,no
1643,44,3,1,0,71,1,0,11,5,251,2,-1,no
1644,46,1,1,1,209,1,0,22,5,126,4,-1,no
1645,48,1,1,3,100,1,0,29,8,206,1,-1,no
1646,56,4,0,2,1263,1,0,13,8,155,1,-1,no
1647,54,6,0,0,351,1,0,6,6,642,2,-1,no
1648,24,9,2,1,1371,1,1,7,8,166,2,-1,no
1649,55,1,1,1,660,0,0,5,6,348,1,-1,no
1650,54,0,1,1,1633,0,0,3,5,409,2,-1,no
1651,29,4,1,2,760,0,1,17,0,82,2,-1,no
1652,52,9,1,3,562,0,0,17,6,187,1,-1,no
1653,47,9,1,1,-401,1,0,23,8,78,1,-1,no
1654,21,9,2,2,61,0,1,8,5,141,1,-1,no
1655,32,4,1,2,6059,1,0,20,9,110,2,-1,no
1656,38,0,1,1,755,1,0,25,8,531,1,97,no
1657,66,4,2,2,6483,0,0,13,1,275,1,-1,no
1658,53,5,1,1,38,1,0,17,9,89,1,-1,no
1659,71,5,1,1,5715,0,0,17,9,747,2,-1,no
1660,27,7,2,1,343,1,0,20,0,282,2,320,no
1661,50,3,0,1,0,0,0,13,1,43,1,105,no
1662,37,1,1,1,3574,1,0,6,6,117,1,-1,no
1663,77,5,1,1,820,0,0,21,10,330,2,181,no
1664,35,0,2,2,4233,0,0,13,1,135,2,-1,no
1665,34,0,1,1,4902,1,0,6,8,59,1,167,no
1666,63,5,1,3,2193,0,0,21,0,1348,4,-1,yes
1667,52,4,1,1,2216,1,1,14,8,161,1,332,no
1668,33,9,0,0,20,1,0,15,8,172,4,-1,no
1669,34,1,2,1,1848,1,0,5,6,131,10,-1,no
1670,39,4,1,2,5495,1,0,19,1,391,6,-1,no
1671,31,7,2,1,203,1,0,29,8,442,3,-1,no
1672,30,9,1,1,-280,1,0,17,0,609,2,266,no
1673,30,4,2,2,398,0,0,24,0,235,2,-1,no
1674,37,4,2,1,24,1,1,11,1,232,4,-1,no
1675,54,7,1,0,1059,0,0,7,1,147,3,-1,no
1676,56,1,1,0,8318,1,0,16,8,428,2,-1,no
1677,56,7,1,1,1860,1,0,20,6,129,5,-1,no
1678,40,5,1,0,-407,1,0,18,5,905,3,-1,no
1679,34,4,1,2,0,0,0,22,0,176,1,-1,no
1680,31,9,1,1,297,0,0,19,1,551,4,-1,no
1681,41,7,0,0,308,0,0,31,5,73,1,-1,no
1682,31,1,2,1,397,1,0,13,8,134,1,350,no
1683,30,6,1,1,8563,1,0,12,8,109,1,351,no
1684,43,1,1,1,470,1,1,26,8,185,1,-1,no
1685,37,0,2,1,0,1,1,3,11,144,2,463,no
1686,58,3,1,0,11,1,0,20,8,90,1,-1,no
1687,39,7,1,1,1367,1,0,9,6,53,4,-1,no
1688,39,4,2,2,26,1,1,21,9,52,1,179,no
1689,33,1,1,1,86,1,0,19,8,364,1,-1,no
1690,49,9,0,2,596,1,0,15,11,722,1,-1,no
1691,28,1,1,1,0,1,0,8,8,459,2,-1,no
1692,43,4,1,2,-127,0,0,6,1,400,2,-1,no
1693,36,4,1,2,0,0,0,12,1,243,3,-1,no
1694,51,0,1,1,227,0,0,5,1,231,1,-1,no
1695,34,0,1,1,50,1,0,2,3,173,1,258,no
1696,23,0,1,2,2,1,0,16,8,140,1,-1,no
1697,30,1,1,0,2929,1,0,21,9,432,2,184,no
1698,45,4,1,2,3857,1,0,2,3,195,1,-1,no
1699,59,2,1,2,-820,0,0,8,8,43,2,-1,no
1700,59,1,1,1,681,1,0,14,0,427,2,-1,no
1701,60,5,1,2,6684,1,1,5,3,173,1,-1,no
1702,30,4,2,2,9634,0,0,12,1,781,5,-1,yes
1703,26,1,2,1,658,0,1,23,5,34,4,-1,no
1704,44,7,1,1,646,1,0,3,6,183,4,-1,no
1705,36,9,1,2,3043,1,0,9,5,254,1,-1,no
1706,55,10,1,1,4733,1,0,19,9,70,1,174,no
1707,60,9,2,0,11262,0,0,26,1,323,1,-1,no
1708,37,4,2,2,1339,1,0,13,8,96,6,173,no
1709,36,1,1,0,59,1,0,6,8,225,2,-1,no
1710,34,4,1,2,676,0,0,7,8,156,1,177,no
1711,27,9,2,1,0,1,0,6,8,176,1,-1,no
1712,31,0,1,1,774,1,1,21,5,93,1,-1,no
1713,37,0,2,1,310,0,1,6,3,179,1,-1,no
1714,45,1,1,1,162,0,0,8,1,130,2,-1,no
1715,31,9,2,2,-564,1,1,28,1,49,15,-1,no
1716,40,6,2,2,265,0,0,5,3,121,3,-1,no
1717,45,4,1,2,409,0,0,11,6,144,1,-1,no
1718,37,9,1,2,8730,1,0,6,8,149,1,-1,no
1719,54,4,1,2,0,1,0,24,5,140,2,-1,no
1720,27,4,2,2,2061,1,0,30,8,72,3,-1,no
1721,35,4,2,2,331,1,0,18,8,30,5,-1,no
1722,32,4,1,2,124,0,0,27,8,193,1,-1,no
1723,28,7,1,1,4,1,0,27,6,133,5,-1,no
1724,26,4,2,2,592,0,0,29,4,145,2,164,no
1725,51,4,1,2,94,1,0,19,9,281,3,-1,no
1726,26,9,2,1,181,0,0,20,0,158,2,-1,no
1727,57,3,0,0,1198,0,0,13,1,146,1,-1,no
1728,28,8,2,2,0,0,0,28,11,294,2,105,no
1729,30,0,1,1,0,0,0,15,10,86,1,140,no
1730,39,7,1,1,1442,0,0,22,0,70,3,-1,no
1731,39,4,2,2,139,0,0,22,1,109,2,-1,no
1732,23,9,2,1,283,1,0,22,11,175,1,184,no
1733,53,4,2,2,0,0,0,20,6,94,7,-1,no
1734,60,6,2,2,179,0,1,29,5,79,4,-1,no
1735,46,1,1,1,84,1,0,15,8,49,1,-1,no
1736,60,4,1,2,36,1,0,16,8,194,3,-1,no
1737,59,5,1,0,0,1,0,26,8,104,7,-1,no
1738,53,0,2,0,0,1,0,17,5,155,6,-1,no
1739,27,1,2,1,535,0,0,13,8,159,1,87,no
1740,32,1,1,0,-148,1,0,4,8,326,3,357,no
1741,44,9,1,2,1818,1,1,12,1,120,1,104,no
1742,42,7,1,1,0,1,0,13,8,116,4,-1,no
1743,32,9,2,1,230,1,0,25,1,256,8,-1,no
1744,36,4,2,1,992,0,0,6,6,351,1,-1,no
1745,29,0,1,1,1489,1,0,20,0,399,1,-1,no
1746,39,1,1,3,2952,1,0,12,6,307,2,-1,no
1747,34,1,2,1,47,1,0,18,9,810,2,-1,no
1748,42,1,1,3,1123,1,0,29,8,105,3,-1,no
1749,53,0,1,1,4464,1,0,14,8,162,3,-1,no
1750,48,6,1,1,1559,0,0,13,1,344,1,190,no
1751,29,0,2,1,1,0,0,9,5,372,1,-1,no
1752,36,4,0,2,2397,0,0,25,1,93,9,-1,no
1753,26,0,2,1,0,1,0,8,8,339,1,66,no
1754,45,4,2,2,1269,0,0,20,6,55,7,-1,no
1755,44,0,0,2,994,1,0,13,8,420,3,-1,no
1756,50,4,0,1,1716,1,0,6,8,82,1,-1,no
1757,31,1,2,3,6281,0,0,22,10,257,1,128,no
1758,48,7,1,1,2877,1,0,3,6,157,1,-1,no
1759,60,3,0,1,2063,0,0,21,1,54,5,86,no
1760,54,1,0,0,0,1,0,21,9,219,2,-1,no
1761,47,4,0,2,-49,1,0,13,8,14,6,327,no
1762,33,4,1,2,0,0,0,21,1,102,2,-1,no
1763,54,9,1,3,0,0,0,30,4,491,1,-1,no
1764,35,4,0,2,178,1,0,23,8,703,2,-1,no
1765,52,10,1,1,94,0,0,30,0,244,1,-1,no
1766,25,0,1,1,142,1,0,8,5,312,2,-1,no
1767,26,8,2,2,251,1,0,18,8,12,5,-1,no
1768,36,9,1,2,341,0,0,13,1,282,1,-1,no
1769,54,9,1,1,6,1,0,7,8,109,1,367,no
1770,38,3,1,0,0,0,0,25,5,267,1,-1,no
1771,30,0,2,1,255,0,0,27,4,143,1,-1,no
1772,32,9,2,1,283,1,0,29,4,71,1,-1,no
1773,52,0,0,1,774,0,0,4,3,79,1,-1,no
1774,37,10,2,0,1241,0,0,9,6,60,2,-1,no
1775,40,1,1,3,87,1,0,13,8,477,3,-1,no
1776,27,8,2,1,1566,0,0,30,4,164,5,-1,no
1777,48,2,0,2,0,1,1,20,6,139,1,-1,no
1778,37,1,0,1,-271,1,0,9,8,172,1,-1,no
1779,27,10,2,0,1088,0,0,3,3,201,1,-1,no
1780,60,3,1,0,726,0,1,30,5,94,5,-1,no
1781,48,1,1,0,72,1,0,6,6,114,5,-1,no
1782,35,9,0,1,82,0,0,19,1,152,3,-1,no
1783,53,6,1,1,1066,1,0,7,8,57,2,170,no
1784,45,0,1,1,638,1,0,20,1,75,9,-1,no
1785,56,4,1,2,424,1,1,20,9,113,5,-1,no
1786,30,8,2,3,-145,0,1,8,5,154,1,-1,no
1787,39,9,1,2,-276,0,1,11,1,121,4,-1,no
1788,31,4,1,2,-6,0,0,28,1,198,6,-1,no
1789,29,4,1,2,250,1,0,31,7,371,2,257,no
1790,26,9,2,2,468,1,0,14,8,221,2,364,no
1791,34,9,1,1,260,1,0,17,0,20,2,238,no
1792,43,2,1,3,100,1,0,5,8,702,1,-1,no
1793,59,3,1,1,0,0,0,27,10,376,1,81,no
1794,45,11,1,1,2119,0,0,19,1,120,15,-1,no
1795,32,9,2,2,1855,0,0,15,11,126,2,134,no
1796,53,1,2,0,354,1,0,17,6,96,2,-1,no
1797,35,0,1,2,957,1,0,26,7,263,4,667,no
1798,52,2,1,3,0,1,0,13,8,165,2,-1,no
1799,36,7,2,1,9713,1,0,27,8,72,3,-1,no
1800,29,9,1,1,23,1,0,2,6,163,1,55,no
1801,36,4,2,2,553,0,0,11,1,106,2,-1,no
1802,55,2,1,2,3459,1,1,20,9,88,2,112,no
1803,23,8,2,1,4409,1,0,4,6,299,1,-1,no
1804,31,9,1,1,522,1,1,27,1,308,4,-1,no
1805,31,0,2,2,701,1,0,23,8,301,2,-1,no
1806,49,7,1,1,7019,1,0,2,6,263,1,368,no
1807,54,5,1,1,1139,1,0,14,8,155,1,177,no
1808,44,9,1,1,0,0,1,4,3,351,2,-1,no
1809,43,7,1,1,978,1,1,26,8,82,2,-1,no
1810,36,7,0,1,82,1,0,10,5,226,1,-1,no
1811,54,1,1,0,2281,1,0,20,6,158,1,-1,no
1812,31,4,1,2,1839,1,0,29,5,109,8,-1,no
1813,38,1,1,1,757,1,0,6,8,133,1,-1,no
1814,47,9,1,1,644,0,0,21,1,169,13,-1,no
1815,39,3,1,1,953,0,0,30,4,23,6,232,no
1816,29,9,1,2,1489,1,0,28,8,430,1,-1,no
1817,35,0,2,1,0,0,1,7,5,480,1,-1,no
1818,31,1,1,1,492,1,0,6,3,99,1,-1,no
1819,56,4,1,3,0,0,0,24,5,54,29,-1,no
1820,59,7,1,1,-22,1,0,26,8,748,3,-1,no
1821,52,0,1,1,32,0,1,9,5,103,1,-1,no
1822,47,0,1,2,12276,0,0,20,6,77,5,-1,no
1823,36,7,2,1,774,1,0,20,8,140,1,-1,no
1824,33,0,1,1,177,1,0,11,8,100,1,-1,no
1825,35,4,2,2,361,1,0,11,1,169,2,-1,no
1826,37,9,1,2,1733,1,0,12,8,524,3,326,no
1827,39,4,1,2,2939,0,0,29,6,385,1,165,no
1828,71,5,1,0,4657,0,0,16,3,93,5,-1,no
1829,32,4,2,2,5167,0,0,26,1,10,18,-1,no
1830,42,0,1,1,4209,1,0,5,6,57,6,-1,no
1831,40,3,1,1,864,0,0,14,1,36,2,-1,no
1832,44,4,2,2,825,1,0,11,6,427,2,-1,no
1833,49,5,2,0,505,0,0,9,6,35,1,-1,no
1834,57,1,1,1,14093,0,0,11,1,231,5,-1,no
1835,35,0,2,1,148,1,0,6,8,128,2,-1,no
1836,30,9,0,1,3100,1,0,21,8,154,4,-1,no
1837,30,9,2,3,878,1,0,15,8,173,3,298,no
1838,36,1,1,0,130,1,0,5,6,96,2,-1,no
1839,59,5,1,3,201,0,0,31,5,69,7,-1,no
1840,39,2,0,2,208,1,0,29,4,81,1,240,no
1841,48,0,0,1,1108,1,0,15,8,420,1,-1,no
1842,45,11,1,0,44,0,0,11,6,81,1,-1,no
1843,38,4,1,2,276,0,0,14,10,322,1,-1,no
1844,31,4,1,2,351,0,0,21,1,165,3,-1,no
1845,36,4,1,2,-381,1,0,31,5,30,29,-1,no
1846,36,9,1,2,202,0,0,1,10,237,1,122,no
1847,62,6,0,1,0,1,0,20,1,158,1,-1,no
1848,32,1,1,1,897,1,0,7,0,293,3,322,no
1849,66,5,1,2,2262,0,0,22,0,155,1,-1,no
1850,37,4,2,1,793,0,0,7,10,130,1,-1,no
1851,59,5,1,0,249,0,0,13,1,432,5,-1,no
1852,37,2,1,2,678,0,1,19,6,395,1,-1,no
1853,36,9,1,2,63,0,0,28,1,12,14,-1,no
1854,41,9,2,1,2242,1,0,6,8,459,4,-1,no
1855,28,0,2,1,2,0,0,15,6,60,1,-1,no
1856,52,1,1,1,3429,1,0,17,0,516,1,-1,no
1857,56,9,1,2,272,0,0,26,1,103,2,-1,no
1858,28,4,1,2,82,1,1,16,8,225,1,-1,no
1859,39,9,2,1,-529,1,0,21,9,18,5,-1,no
1860,29,1,1,1,424,1,1,14,8,241,2,-1,no
1861,49,11,1,0,142,0,0,12,6,90,3,-1,no
1862,37,9,1,2,4596,1,0,7,8,218,2,211,no
1863,45,9,1,2,5110,0,0,22,0,341,2,-1,no
1864,39,4,2,2,-401,1,0,19,1,274,4,-1,no
1865,41,7,1,1,1717,1,0,8,8,520,2,343,no
1866,31,4,2,2,1377,0,0,5,1,371,2,-1,no
1867,27,1,2,0,409,1,0,18,8,276,4,301,no
1868,53,9,1,1,144,0,0,21,1,282,4,-1,no
1869,74,5,1,1,921,0,0,17,0,394,2,-1,no
1870,42,0,2,1,2095,1,0,21,9,752,3,-1,no
1871,40,0,1,1,3138,0,0,12,1,238,1,-1,no
1872,37,4,1,2,34,1,0,2,6,100,2,-1,no
1873,55,1,1,1,1268,1,0,7,8,223,2,-1,no
1874,46,1,1,0,0,1,0,12,8,278,1,-1,no
